0, 0, 0.745057629164084, [0.6017898664125034, 0.49593920830309945, 0.2115477195526667]
1, 0, 1.2456797321601059, [0.6017898664125034, 0, 0.2115477195526667]
2, 0, 1.2160073542030605, [0.6957791279848423, 0, 1]
3, 0, 1.2160073542030605, [0.6957791279848423, 0, 1]
4, 0, 0.7447292110963216, [0.11149150459989488, 1, 1]
5, 0, 0.7447292110963216, [0.11149150459989488, 1, 1]
6, 0, 0.744685061407171, [0.6407408057364259, 1, 1]
7, 0, 0.7454539943787187, [0.6407408057364259, 1, 0.3429167863230431]
8, 0, 0.744685061407171, [0.6407408057364259, 1, 1]
9, 0, 1.153667783442803, [0.6407408057364259, 0, 1]
10, 0, 0.2354088028116147, [0.6407408057364259, 0.17114480412309857, 1]
11, 0, 0.2354088028116147, [0.6407408057364259, 0.17114480412309857, 1]
12, 0, 0.2354088028116147, [0.6407408057364259, 0.17114480412309857, 1]
13, 0, 0.10309597086946654, [0.8931873401377793, 0.17114480412309857, 1]
14, 0, 0.7438362939933615, [0, 0.17114480412309857, 1]
15, 0, 0.18993350651004248, [1, 0.17114480412309857, 1]
16, 0, 0.18993350651004248, [1, 0.17114480412309857, 1]
17, 0, 0.18993350651004248, [1, 0.17114480412309857, 1]
18, 0, 0.23833719855346686, [0.30471226403642726, 0.17114480412309857, 0]
19, 0, 0.23833719855346686, [0.30471226403642726, 0.17114480412309857, 0]
20, 0, 0.23833719855346686, [0.30471226403642726, 0.17114480412309857, 0]
21, 0, 0.23833719855346686, [0.30471226403642726, 0.17114480412309857, 0]
22, 0, 0.24082530544721104, [0.30471226403642726, 0.2642467283403384, 0]
23, 0, 0.24082530544721104, [0.30471226403642726, 0.2642467283403384, 0]
24, 0, 0.7470879337788701, [0.30471226403642726, 1, 0]
25, 0, 0.41195016621409614, [0, 0, 0]
26, 0, 0.41195016621409614, [0, 0, 0]
27, 0, 0.41195016621409614, [0, 0, 0]
28, 0, 0.41195016621409614, [0, 0, 0]
29, 0, 0.41195016621409614, [0, 0, 0]
30, 0, 0.41195016621409614, [0, 0, 0]
31, 0, 0.7470860223986434, [0.3150708049580601, 1, 0]
32, 0, 0.7470860223986434, [0.3150708049580601, 1, 0]
33, 0, 0.7470845408684601, [0.32309648775068023, 1, 0]
