0, 0, 0.7461819134576755, [0.07468760220974835, 0.45595097462500256, 0.024537042141648202]
1, 0, 0.745171156145138, [0, 0.45595097462500256, 0.18986753486700533]
2, 0, 0.745171156145138, [0, 0.45595097462500256, 0.18986753486700533]
3, 0, 0.745171156145138, [0, 0.45595097462500256, 0.18986753486700533]
4, 0, 0.7454709939901882, [0, 0.6275176997310828, 0.18986753486700533]
5, 0, 0.7454709939901882, [0, 0.6275176997310828, 0.18986753486700533]
6, 0, 0.7454709939901882, [0, 0.6275176997310828, 0.18986753486700533]
7, 0, 0.7454709939901882, [0, 0.6275176997310828, 0.18986753486700533]
8, 0, 0.7454709939901882, [0, 0.6275176997310828, 0.18986753486700533]
9, 0, 0.7468491175988007, [0, 0.6275176997310828, 0]
10, 0, 0.7468491175988007, [0, 0.6275176997310828, 0]
11, 0, 0.7468491175988007, [0, 0.6275176997310828, 0]
12, 0, 0.7443749597023653, [0, 0.6275176997310828, 1]
13, 0, 0.7446543295362849, [1, 1, 1]
14, 0, 0.7447009798735704, [0.4514389497146609, 1, 1]
15, 0, 0.7447009798735704, [0.4514389497146609, 1, 1]
16, 0, 0.9477234730806126, [0.4514389497146609, 0, 1]
17, 0, 0.7453781718171288, [0.4514389497146609, 0.6014602177845421, 0.181154315724111]
18, 0, 0.255221031814862, [0.4514389497146609, 0.6014602177845421, 0]
19, 0, 0.7454069333491029, [0, 0.6014602177845421, 0.19679443221325205]
20, 0, 0.7454069333491029, [0, 0.6014602177845421, 0.19679443221325205]
21, 0, 0.7454069333491029, [0, 0.6014602177845421, 0.19679443221325205]
22, 0, 0.744279303076999, [0, 0.13573939158273496, 0.19679443221325205]
23, 0, 0.7464067772200366, [0, 0, 0.19679443221325205]
24, 0, 0.7464067772200366, [0, 0, 0.19679443221325205]
25, 0, 0.41195016621409614, [0, 0, 0]
26, 0, 0.41195016621409614, [0, 0, 0]
27, 0, 1.462737877100412, [0.3559801708963237, 0, 0]
28, 0, 1.462737877100412, [0.3559801708963237, 0, 0]
29, 0, 1.462737877100412, [0.3559801708963237, 0, 0]
30, 0, 1.6831643144728003, [1, 0, 0]
31, 0, 1.6831643144728003, [1, 0, 0]
32, 0, 1.6831643144728003, [1, 0, 0]
33, 0, 1.6073223461274124, [1, 0, 0.49350489793949304]
34, 0, 1.6831643144728003, [1, 0, 0]
35, 0, 1.6831643144728003, [1, 0, 0]
36, 0, 1.6831643144728003, [1, 0, 0]
37, 0, 1.6578021568633476, [1, 0, 0.1135631743185767]
38, 0, 1.6831643144728003, [1, 0, 0]
39, 0, 1.6831643144728003, [1, 0, 0]
40, 0, 0.47808687514026404, [1, 0.055550073402501864, 1]
41, 0, 0.47808687514026404, [1, 0.055550073402501864, 1]
42, 0, 0.4895636893920946, [1, 0.055550073402501864, 0.8758224217615131]
43, 0, 0.16276214895614333, [1, 0.20541524868479324, 0]
44, 0, 0.16276214895614333, [1, 0.20541524868479324, 0]
45, 0, 0.16276214895614333, [1, 0.20541524868479324, 0]
46, 0, 0.24033826738974523, [1, 0.693039131750252, 0]
47, 0, 0.24033826738974523, [1, 0.693039131750252, 0]
48, 0, 0.24033826738974523, [1, 0.693039131750252, 0]
49, 0, 0.24425394680009446, [1, 1, 0]
50, 0, 0.24425394680009446, [1, 1, 0]
51, 0, 0.24425394680009446, [1, 1, 0]
52, 0, 0.24425394680009446, [1, 1, 0]
53, 0, 0.24425394680009446, [1, 1, 0]
54, 0, 0.24425394680009446, [1, 1, 0]
55, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
56, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
57, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
58, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
59, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
60, 0, 0.243844609086075, [0.9838164422722908, 1, 0]
61, 0, 0.24425394680009446, [1, 1, 0]
62, 0, 0.24425394680009446, [1, 1, 0]
63, 0, 0.24425394680009446, [1, 1, 0]
64, 0, 0.24425394680009446, [1, 1, 0]
65, 0, 0.24425394680009446, [1, 1, 0]
66, 0, 0.24425394680009446, [1, 1, 0]
67, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
68, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
69, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
70, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
71, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
72, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
73, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
74, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
75, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
76, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
77, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
78, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
79, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
80, 0, 0.24029914112300643, [1, 0.6950505966251261, 0]
81, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
82, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
83, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
84, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
85, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
86, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
87, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
88, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
89, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
90, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
91, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
92, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
93, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
94, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
95, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
96, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
97, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
98, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
99, 0, 0.2260189050703878, [1, 0.14699852167629557, 1]
