0, 0, 0.7439738171279292, [0.7292475441098485, 0.36662527886925267, 0.9564368470488762]
1, 0, 0.7443862351603617, [0, 0.36662527886925267, 0.5139322074152968]
2, 0, 0.7452292891868629, [0, 1, 0.5139322074152968]
3, 0, 0.09695377119689007, [0.043059389520334036, 0, 0.5139322074152968]
4, 0, 0.7464824971207766, [0.043059389520334036, 0.36437040351030897, 0]
5, 0, 0.7471359168228464, [0.043059389520334036, 1, 0]
6, 0, 0.7471437580033713, [0, 1, 0]
7, 0, 0.7449015594381255, [0, 0.8112287464934518, 0.6172249562429283]
8, 0, 0.7449015594381255, [0, 0.8112287464934518, 0.6172249562429283]
9, 0, 0.744567420776362, [0, 0.8112287464934518, 1]
10, 0, 0.744567420776362, [0, 0.8112287464934518, 1]
11, 0, 0.744567420776362, [0, 0.8112287464934518, 1]
12, 0, 0.744791718030844, [0, 1, 0.9290956665315833]
13, 0, 0.7439019931697469, [0, 0.2318751529686237, 0.9290956665315833]
14, 0, 0.7438832282789142, [0, 0.2318751529686237, 1]
15, 0, 0.7438832282789142, [0, 0.2318751529686237, 1]
16, 0, 0.24651461473142133, [1, 0.2318751529686237, 1]
17, 0, 0.15351584795893014, [1, 0.2318751529686237, 0]
18, 0, 0.15351584795893014, [1, 0.2318751529686237, 0]
19, 0, 0.15351584795893014, [1, 0.2318751529686237, 0]
20, 0, 0.15351584795893014, [1, 0.2318751529686237, 0]
21, 0, 0.15351584795893014, [1, 0.2318751529686237, 0]
22, 0, 0.24651461473142133, [1, 0.2318751529686237, 1]
23, 0, 0.24651461473142133, [1, 0.2318751529686237, 1]
24, 0, 0.24651461473142133, [1, 0.2318751529686237, 1]
25, 0, 0.7438832282789142, [0, 0.2318751529686237, 1]
26, 0, 0.7439617836514016, [0, 0.2318751529686237, 0.7627301107933153]
27, 0, 0.7439617836514016, [0, 0.2318751529686237, 0.7627301107933153]
28, 0, 0.7474031369266472, [0, 0, 0.7627301107933153]
29, 0, 0.7475559472715189, [0, 0, 0.8995366154012523]
30, 0, 0.7466996073791926, [0, 0.4971734590825302, 0]
31, 0, 0.7466996073791926, [0, 0.4971734590825302, 0]
32, 0, 0.7466996073791926, [0, 0.4971734590825302, 0]
33, 0, 0.7466996073791926, [0, 0.4971734590825302, 0]
34, 0, 0.24391092674089643, [1, 0.4971734590825302, 0]
35, 0, 0.24391092674089643, [1, 0.4971734590825302, 0]
36, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
37, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
38, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
39, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
40, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
41, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
42, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
43, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
44, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
45, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
46, 0, 0.2437507637225115, [0.9759402576136187, 0.4971734590825302, 0]
47, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
48, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
49, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
50, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
51, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
52, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
53, 0, 0.2413218912966915, [1, 0.57693412606834, 0]
54, 0, 0.24425394680009446, [1, 1, 0]
55, 0, 0.24425394680009446, [1, 1, 0]
56, 0, 0.24425394680009446, [1, 1, 0]
57, 0, 0.24425394680009446, [1, 1, 0]
58, 0, 0.2425769425630937, [1, 0.5481701185394228, 0]
59, 0, 0.2425769425630937, [1, 0.5481701185394228, 0]
60, 0, 0.2425769425630937, [1, 0.5481701185394228, 0]
61, 0, 0.2425769425630937, [1, 0.5481701185394228, 0]
62, 0, 0.2425769425630937, [1, 0.5481701185394228, 0]
63, 0, 0.23974228457803484, [0.7775310595670567, 0.5481701185394228, 0]
